"Time","layer","Points:0","Points:1","Points:2","u.x","u.z","eta"
0.000000, 0, -0.394397, 0.000000, -0.568660, -0.003069, -0.000005, -0.019868
0.000000, 1, -0.394397, 0.000000, -0.509328, -0.003784, -0.000014, -0.019868
0.000000, 2, -0.394397, 0.000000, -0.456338, -0.005138, -0.000026, -0.019868
0.000000, 3, -0.394397, 0.000000, -0.409010, -0.007120, -0.000040, -0.019868
0.000000, 4, -0.394397, 0.000000, -0.366740, -0.009740, -0.000057, -0.019868
0.000000, 5, -0.394397, 0.000000, -0.328988, -0.013008, -0.000078, -0.019868
0.000000, 6, -0.394397, 0.000000, -0.295270, -0.016913, -0.000102, -0.019868
0.000000, 7, -0.394397, 0.000000, -0.265156, -0.021424, -0.000130, -0.019868
0.000000, 8, -0.394397, 0.000000, -0.238260, -0.026486, -0.000161, -0.019868
0.000000, 9, -0.394397, 0.000000, -0.214239, -0.032028, -0.000196, -0.019868
0.000000, 10, -0.394397, 0.000000, -0.192784, -0.037960, -0.000232, -0.019868
0.000000, 11, -0.394397, 0.000000, -0.173623, -0.044188, -0.000271, -0.019868
0.000000, 12, -0.394397, 0.000000, -0.156509, -0.050615, -0.000310, -0.019868
0.000000, 13, -0.394397, 0.000000, -0.141224, -0.057144, -0.000350, -0.019868
0.000000, 14, -0.394397, 0.000000, -0.127573, -0.063686, -0.000390, -0.019868
0.000000, 15, -0.394397, 0.000000, -0.115381, -0.070162, -0.000430, -0.019868
0.000000, 16, -0.394397, 0.000000, -0.104491, -0.076501, -0.000469, -0.019868
0.000000, 17, -0.394397, 0.000000, -0.094766, -0.082646, -0.000507, -0.019868
0.000000, 18, -0.394397, 0.000000, -0.086079, -0.088551, -0.000543, -0.019868
0.000000, 19, -0.394397, 0.000000, -0.078321, -0.094181, -0.000578, -0.019868
0.000000, 20, -0.394397, 0.000000, -0.071393, -0.099512, -0.000610, -0.019868
0.000000, 21, -0.394397, 0.000000, -0.065204, -0.104528, -0.000641, -0.019868
0.000000, 22, -0.394397, 0.000000, -0.059677, -0.109222, -0.000670, -0.019868
0.000000, 23, -0.394397, 0.000000, -0.054741, -0.113592, -0.000697, -0.019868
0.000000, 24, -0.394397, 0.000000, -0.050332, -0.117642, -0.000722, -0.019868
0.000000, 25, -0.394397, 0.000000, -0.046394, -0.121382, -0.000745, -0.019868
0.000000, 26, -0.394397, 0.000000, -0.042878, -0.124823, -0.000766, -0.019868
0.000000, 27, -0.394397, 0.000000, -0.039737, -0.127978, -0.000785, -0.019868
0.000000, 28, -0.394397, 0.000000, -0.036931, -0.130863, -0.000803, -0.019868
0.000000, 29, -0.394397, 0.000000, -0.034426, -0.133495, -0.000819, -0.019868
0.000000, 30, -0.394397, 0.000000, -0.032188, -0.135891, -0.000834, -0.019868
0.000000, 31, -0.394397, 0.000000, -0.030190, -0.138067, -0.000847, -0.019868
0.000000, 32, -0.394397, 0.000000, -0.028405, -0.140040, -0.000859, -0.019868
0.000000, 33, -0.394397, 0.000000, -0.026810, -0.141825, -0.000870, -0.019868
0.000000, 34, -0.394397, 0.000000, -0.025386, -0.143439, -0.000880, -0.019868
0.000000, 35, -0.394397, 0.000000, -0.024115, -0.144897, -0.000889, -0.019868
0.000000, 36, -0.394397, 0.000000, -0.022979, -0.146211, -0.000897, -0.019868
0.000000, 37, -0.394397, 0.000000, -0.021965, -0.147394, -0.000904, -0.019868
0.000000, 38, -0.394397, 0.000000, -0.021059, -0.148460, -0.000911, -0.019868
0.000000, 39, -0.394397, 0.000000, -0.020249, -0.149417, -0.000917, -0.019868
0.000000, 0, -0.392853, 0.000000, -0.568659, -0.003069, -0.000014, -0.019865
0.000000, 1, -0.392853, 0.000000, -0.509328, -0.003783, -0.000043, -0.019865
0.000000, 2, -0.392853, 0.000000, -0.456337, -0.005138, -0.000077, -0.019865
0.000000, 3, -0.392853, 0.000000, -0.409009, -0.007119, -0.000119, -0.019865
0.000000, 4, -0.392853, 0.000000, -0.366739, -0.009739, -0.000171, -0.019865
0.000000, 5, -0.392853, 0.000000, -0.328987, -0.013006, -0.000233, -0.019865
0.000000, 6, -0.392853, 0.000000, -0.295269, -0.016910, -0.000306, -0.019865
0.000000, 7, -0.392853, 0.000000, -0.265155, -0.021421, -0.000391, -0.019865
0.000000, 8, -0.392853, 0.000000, -0.238258, -0.026483, -0.000484, -0.019865
0.000000, 9, -0.392853, 0.000000, -0.214237, -0.032023, -0.000587, -0.019865
0.000000, 10, -0.392853, 0.000000, -0.192782, -0.037955, -0.000697, -0.019865
